YYYY,MM,DD,SST_MIN,SST_MAX,SST@90th_HS,SSTA@90th_HS,90th_HS>0,DHW_from_90th_HS>1,BAA_7day_max
2014,4,4,29.043,30.4981,29.9801,1.1677,0.4193,0.1474,1
2014,4,5,28.9232,30.2395,29.7762,1.0473,0.3455,0,1
2014,4,6,29.0397,31.0433,30.5559,1.6771,0.8866,0,1
2014,4,7,28.8662,30.4152,29.8014,1.1241,0.4131,0,1
2014,4,8,28.9794,30.7461,30.4985,1.6587,0.9512,0,1
2014,4,9,29.6243,30.8131,30.1544,1.4027,0.705,0,1
2014,4,10,29.6268,30.5948,29.9894,1.2277,0.6381,0,1
2014,4,11,29.617,30.4806,30.3297,1.5714,0.6569,0,1
2014,4,12,29.4997,30.517,30.0779,1.3374,0.6046,0,1
2014,4,13,29.2215,30.3411,30.0465,1.2714,0.6421,0,1
2014,4,14,29.3131,30.4551,30.1535,1.4107,0.6424,0,1
2014,4,15,29.1755,30.3682,30.102,1.2989,0.5787,0,1
2014,4,16,29.3986,30.425,30.2118,1.4999,0.7246,0,1
2014,4,17,29.5809,30.3597,30.0791,1.2914,0.6372,0,1
2014,4,18,29.4536,30.5618,30.2962,1.5203,0.7878,0,1
2014,4,19,29.5086,30.5383,30.031,1.2521,0.596,0,1
2014,4,20,29.2568,30.0411,29.6711,0.9461,0.2679,0,1
2014,4,21,29.2115,29.9061,29.7437,1.0219,0.2815,0,1
2014,4,22,29.166,29.7705,29.5302,0.7811,0.1423,0,1
2014,4,23,29.3642,29.9546,29.7027,0.976,0.3514,0,1
2014,4,24,29.348,30.3584,29.9903,1.2467,0.6185,0,1
2014,4,25,29.4688,30.1821,29.8895,1.1471,0.5106,0,1
2014,4,26,29.4594,30.4153,30.1561,1.4139,0.7636,0,1
2014,4,27,29.6125,30.4737,30.2825,1.5705,0.8767,0,1
2014,4,28,29.9786,31.1465,30.7047,1.9843,1.3669,0.1953,2
2014,4,29,29.7199,30.7268,30.5064,1.7782,1.054,0.3458,2
2014,4,30,29.7325,30.5936,30.1955,1.4573,0.7507,0.3458,2
2014,5,1,29.5926,30.5467,30.1119,1.4489,0.7148,0.3458,2
2014,5,2,29.4365,30.5108,30.0333,1.3442,0.6196,0.3458,2
2014,5,3,29.493,30.6904,30.4128,1.2941,0.7039,0.3458,2
2014,5,4,29.4637,30.6977,30.0886,1.4195,0.7265,0.3458,2
2014,5,5,29.2444,30.3826,29.945,1.2931,0.5489,0.3458,2
2014,5,6,28.993,30.2806,29.867,0.9589,0.4603,0.3458,1
2014,5,7,28.8869,30.1283,29.5441,0.8935,0.1929,0.3458,1
2014,5,8,29.164,30.1357,29.6975,1.0189,0.2961,0.3458,1
2014,5,9,29.1042,30.2722,29.9254,0.9039,0.388,0.3458,1
2014,5,10,28.9093,30.2699,30.0281,1.3338,0.6233,0.3458,1
2014,5,11,29.1035,30.2514,29.7593,1.1001,0.3579,0.3458,1
2014,5,12,29.2452,30.4825,29.8983,0.9177,0.4312,0.3458,1
2014,5,13,29.2752,30.3583,30.0161,0.9528,0.4411,0.3458,1
2014,5,14,29.3957,30.0906,29.7256,1.0818,0.3619,0.3458,1
2014,5,15,29.3831,30.3158,29.8325,1.0051,0.5288,0.3458,1
2014,5,16,29.4054,30.5884,30.4871,1.3118,0.7283,0.3458,1
2014,5,17,29.4268,30.3819,29.9744,1.1056,0.5527,0.3458,1
2014,5,18,29.3121,30.0918,29.8976,0.9727,0.3777,0.3458,1
2014,5,19,29.1554,29.9949,29.6428,0.7428,0.1092,0.3458,1
2014,5,20,29.2425,29.8473,29.5686,0.7799,0.1658,0.3458,1
2014,5,21,29.1229,30.2542,29.8165,1.0631,0.391,0.3458,1
2014,5,22,29.1296,29.9952,29.6439,0.9288,0.2221,0.3458,1
2014,5,23,28.9167,29.8588,29.5943,1.0965,0.2065,0.3458,1
2014,5,24,28.541,29.7316,29.4994,0.5766,0,0.3458,1
2014,5,25,28.6776,29.8275,29.3678,0.7194,0,0.3458,1
2014,5,26,28.1064,29.5547,29.1471,0.4428,0,0.3458,1
2014,5,27,28.2008,29.5252,29.1074,0.8238,0,0.3458,1
2014,5,28,27.9611,29.1844,28.7199,0.4675,0,0.3458,1
2014,5,29,28.7138,29.56,29.2224,0.9648,0,0.3458,1
2014,5,30,28.7349,29.5552,29.3894,1.2442,0,0.3458,0
2014,5,31,28.1919,28.9596,28.8426,0.7266,0,0.3458,0
2014,6,1,28.2797,29.1362,28.8629,0.662,0,0.3458,0
2014,6,2,28.2038,29.1685,28.7184,0.5837,0,0.3458,0
2014,6,3,28.0463,29.1705,28.6577,0.4734,0,0.3458,0
2014,6,4,28.2756,29.1802,29.1802,0.5112,0,0.3458,0
2014,6,5,28.1531,29.1626,28.6805,0.5561,0,0.3458,0
2014,6,6,27.9696,29.2787,28.7799,0.4108,0,0.3458,0
2014,6,7,28.1245,28.9489,28.6348,0.2979,0,0.3458,0
2014,6,8,28.2791,29.1665,29.1315,0.7684,0,0.3458,0
2014,6,9,27.858,29.0257,28.7539,0.4218,0,0.3458,0
2014,6,10,27.7149,29.1181,28.5023,0.4286,0,0.3458,0
2014,6,11,27.7564,28.9391,28.932,0.595,0,0.3458,0
2014,6,12,27.6697,29.2635,28.8578,0.631,0,0.3458,0
2014,6,13,27.6697,29.2635,28.8578,0.631,0,0.3458,0
2014,6,14,27.6697,29.2635,28.8578,0.631,0,0.3458,0
2014,6,15,27.6697,29.2635,28.8578,0.631,0,0.3458,0
2014,6,16,27.9043,29.4298,29.1221,0.8846,0,0.3458,0
2014,6,17,27.6228,29.4501,28.6337,0.6822,0,0.3458,0
2014,6,18,27.6673,28.7755,28.5805,0.3612,0,0.3458,0
2014,6,19,27.5791,29.5037,29.2215,0.9899,0,0.3458,0
2014,6,20,27.6882,28.8994,28.6385,0.4692,0,0.3458,0
2014,6,21,27.2516,28.333,28.2853,0.1055,0,0.3458,0
2014,6,22,27.5455,28.4705,28.4273,0.2974,0,0.3458,0
2014,6,23,27.3752,28.7636,28.399,0.4999,0,0.3458,0
2014,6,24,27.0973,28.555,28.4387,0.3997,0,0.3458,0
2014,6,25,27.0924,28.7315,28.5383,0.5268,0,0.3458,0
2014,6,26,26.9948,28.2629,27.8997,0.1067,0,0.3458,0
2014,6,27,27.1059,28.2525,27.794,0.2355,0,0.3458,0
2014,6,28,27.244,28.4149,27.9328,0.1943,0,0.3458,0
2014,6,29,27.0623,28.3445,27.9512,0.1667,0,0.3458,0
2014,6,30,27.2695,28.3754,27.9223,0.4089,0,0.3458,0
2014,7,1,26.8315,28.3048,28.0244,0.2507,0,0.3458,0
2014,7,2,26.9609,28.3865,28.2339,0.4292,0,0.3458,0
2014,7,3,27.1917,28.3932,27.9802,0.3354,0,0.3458,0
2014,7,4,27.1992,28.2732,27.982,0.4247,0,0.3458,0
2014,7,5,27.079,28.2715,27.9446,0.3446,0,0.3458,0
2014,7,6,27.0808,28.8394,28.2048,1.0239,0,0.3458,0
2014,7,7,27.0647,28.6231,28.3628,0.7526,0,0.3458,0
2014,7,8,26.9886,28.2922,27.7537,0.6632,0,0.3458,0
2014,7,9,27.0708,28.8053,28.1496,1.2596,0,0.3458,0
2014,7,10,27.3004,28.9882,28.4728,1.0886,0,0.3458,0
2014,7,11,26.5537,28.5311,27.8815,0.4709,0,0.3458,0
2014,7,12,26.684,28.1827,27.7313,0.3046,0,0.3458,0
2014,7,13,26.8484,27.8963,27.4395,0.0991,0,0.3458,0
2014,7,14,26.5334,27.9391,27.2022,-0.0957,0,0.3458,0
2014,7,15,26.4651,27.9421,27.338,0.5436,0,0.3458,0
2014,7,16,26.5544,28.1032,27.4712,0.2493,0,0.3458,0
2014,7,17,26.7057,27.9869,27.4403,0.2111,0,0.3458,0
2014,7,18,26.4797,27.7274,27.1127,0.0793,0,0.3458,0
2014,7,19,26.2125,28.0306,27.5473,0.4331,0,0.3458,0
2014,7,20,26.5672,27.7788,27.5104,0.1393,0,0.3458,0
2014,7,21,26.1861,27.3446,27.1982,-0.1953,0,0.1506,0
2014,7,22,26.4139,27.3912,27.0527,-0.187,0,0,0
2014,7,23,26.4516,27.504,27.2721,-0.0745,0,0,0
2014,7,24,26.368,28.1146,27.8165,0.4215,0,0,0
2014,7,25,26.3329,28.0703,27.6429,0.5087,0,0,0
2014,7,26,26.5273,28.1187,27.6459,0.3437,0,0,0
2014,7,27,26.7148,28.1983,28.0377,0.693,0,0,0
2014,7,28,26.3793,28.1189,27.6597,0.5082,0,0,0
2014,7,29,26.5371,27.9289,27.7067,0.3844,0,0,0
2014,7,30,26.4243,27.9492,27.6043,0.2909,0,0,0
2014,7,31,25.8966,27.7046,27.3777,0.3281,0,0,0
2014,8,1,26.3562,27.8237,27.3966,0.2117,0,0,0
2014,8,2,26.1302,28.1275,27.4412,0.278,0,0,0
2014,8,3,26.3402,28.1854,27.663,0.8458,0,0,0
2014,8,4,26.4236,28.086,27.7652,0.4971,0,0,0
2014,8,5,26.3021,28.1412,27.6189,0.6227,0,0,0
2014,8,6,26.1011,27.6668,27.4786,0.1984,0,0,0
2014,8,7,26.5456,28.4131,28.0275,0.9423,0,0,0
2014,8,8,26.2626,27.9114,27.4274,0.616,0,0,0
2014,8,9,26.306,27.7769,27.2194,0.3354,0,0,0
2014,8,10,25.7915,27.3828,26.9447,-0.0994,0,0,0
2014,8,11,26.3828,27.6657,27.0978,0.288,0,0,0
2014,8,12,26.2086,27.4247,27.2973,0.1496,0,0,0
2014,8,13,26.2966,27.5135,27.0468,0.3144,0,0,0
2014,8,14,26.1657,27.4611,26.9367,0.1704,0,0,0
2014,8,15,26.1259,27.1133,26.896,0.1635,0,0,0
2014,8,16,26.2824,27.43,27.0266,0.2602,0,0,0
2014,8,17,26.2216,27.2301,26.9128,0.0657,0,0,0
2014,8,18,26.4091,27.6281,27.0148,0.0086,0,0,0
2014,8,19,25.9367,27.229,26.7809,-0.0016,0,0,0
2014,8,20,26.2584,27.2747,27.0299,-0.1629,0,0,0
2014,8,21,26.3707,27.2031,27.0703,-0.0362,0,0,0
2014,8,22,26.412,27.4264,27.0589,0.1139,0,0,0
2014,8,23,26.4823,27.3214,26.9906,-0.0552,0,0,0
2014,8,24,26.3038,27.4797,27.1949,0.3346,0,0,0
2014,8,25,26.3897,27.3286,26.9125,0.0346,0,0,0
2014,8,26,25.9151,27.0703,26.6569,-0.4632,0,0,0
2014,8,27,25.995,27.2568,26.7871,-0.1028,0,0,0
2014,8,28,25.9126,26.9083,26.5664,-0.204,0,0,0
2014,8,29,25.8028,26.8892,26.591,-0.2761,0,0,0
2014,8,30,25.8163,26.9837,26.5846,-0.4549,0,0,0
2014,8,31,25.3701,26.9363,26.3314,-0.6359,0,0,0
2014,9,1,25.2122,27.0684,26.4852,-0.6141,0,0,0
2014,9,2,25.7009,27.3412,26.9912,-0.4247,0,0,0
2014,9,3,25.9336,27.6621,26.9121,-0.2224,0,0,0
2014,9,4,26.0779,27.4226,26.8383,-0.4556,0,0,0
2014,9,5,25.7985,27.3358,26.8162,-0.3037,0,0,0
2014,9,6,26.0824,27.3069,26.8682,-0.1057,0,0,0
2014,9,7,25.7423,27.1782,26.8035,-0.194,0,0,0
2014,9,8,26.0251,27.3575,27.0373,-0.2107,0,0,0
2014,9,9,26.5202,27.7845,27.1719,0.1738,0,0,0
2014,9,10,26.6407,28.0532,27.5237,0.1905,0,0,0
2014,9,11,26.655,28.1651,27.497,0.3263,0,0,0
2014,9,12,26.9252,27.9743,27.4478,0.2657,0,0,0
2014,9,13,26.907,28.149,27.5124,0.4609,0,0,0
2014,9,14,26.7157,28.0515,27.3022,0.2357,0,0,0
2014,9,15,26.1385,27.7805,27.1675,0.0534,0,0,0
2014,9,16,26.5738,27.6653,27.1445,-0.1829,0,0,0
2014,9,17,26.3714,27.683,27.1949,-0.1208,0,0,0
2014,9,18,26.0775,27.3602,26.8848,-0.5818,0,0,0
2014,9,19,26.3067,27.414,26.806,-0.4703,0,0,0
2014,9,20,26.3788,27.8031,27.076,-0.2887,0,0,0
2014,9,21,26.4928,27.5918,26.9221,-0.3582,0,0,0
2014,9,22,26.6551,27.6902,27.2565,-0.1404,0,0,0
2014,9,23,26.9299,27.8688,27.4572,-0.2791,0,0,0
2014,9,24,26.9235,27.8639,27.4882,0.1692,0,0,0
2014,9,25,27.1821,28.085,27.664,0.2336,0,0,0
2014,9,26,27.0037,28.2915,28.0902,0.454,0,0,0
2014,9,27,26.9417,28.3771,27.4882,0.0831,0,0,0
2014,9,28,27.2506,28.5503,28.3961,0.5596,0,0,0
2014,9,29,26.6848,28.2392,27.8753,-0.0716,0,0,0
2014,9,30,27.2456,28.5624,27.9842,0.2349,0,0,0
2014,10,1,27.1718,28.4031,27.6982,-0.1661,0,0,0
2014,10,2,27.0617,28.6642,28.0417,-0.0983,0,0,0
2014,10,3,27.0275,28.7542,27.8045,-0.2738,0,0,0
2014,10,4,26.9232,28.0553,27.7499,-0.4292,0,0,0
2014,10,5,26.8262,28.2367,27.6524,-0.4356,0,0,0
2014,10,6,26.8633,28.3318,27.6586,-0.3859,0,0,0
2014,10,7,26.8898,28.5451,27.6717,-0.3262,0,0,0
2014,10,8,26.9453,28.8707,28.4069,0.2796,0,0,0
2014,10,9,27.1036,29.2657,28.0725,-0.2005,0,0,0
2014,10,10,27.0864,28.6054,27.9117,-0.0177,0,0,0
2014,10,11,26.9341,28.7472,28.4698,0.2535,0,0,0
2014,10,12,27.2249,28.9981,28.6059,0.3352,0,0,0
2014,10,13,26.9743,28.6831,28.2054,-0.0245,0,0,0
2014,10,14,27.1754,29.2514,28.3123,-0.0231,0,0,0
2014,10,15,27.5715,28.7854,28.6635,0.1587,0,0,0
2014,10,16,27.4856,28.657,28.1695,-0.4096,0,0,0
2014,10,17,27.5639,28.9597,28.6056,0.5299,0,0,0
2014,10,18,27.5192,28.8258,28.4924,-0.1641,0,0,0
2014,10,19,27.8038,28.9396,28.3743,-0.1282,0,0,0
2014,10,20,27.5354,28.7428,28.2477,-0.2193,0,0,0
2014,10,21,27.2095,28.7384,28.63,-0.1296,0,0,0
2014,10,22,27.5899,28.848,28.2235,-0.3386,0,0,0
2014,10,23,27.4451,28.7901,28.4222,-0.1474,0,0,0
2014,10,24,27.3576,28.6487,28.0071,-0.5133,0,0,0
2014,10,25,27.0768,28.5609,27.7624,-0.7074,0,0,0
2014,10,26,26.9918,28.5619,27.8311,-0.7557,0,0,0
2014,10,27,27.271,28.7805,28.0263,-0.5503,0,0,0
2014,10,28,27.3608,28.9445,28.5218,-0.3514,0,0,0
2014,10,29,27.7826,29.6004,29.2326,0.1531,0,0,0
2014,10,30,27.7399,30.0595,29.4788,0.3581,0,0,0
2014,10,31,27.0555,28.9176,28.3454,-0.5202,0,0,0
2014,11,1,27.0048,28.5868,28.3096,-0.5788,0,0,0
2014,11,2,27.6862,29.0319,28.6371,-0.3843,0,0,0
2014,11,3,27.8143,28.8821,28.5654,-0.3527,0,0,0
2014,11,4,27.7863,29.3856,28.7445,-0.3084,0,0,0
2014,11,5,28.1039,29.5491,29.0118,-0.0799,0,0,0
2014,11,6,28.0528,29.497,29.369,-0.0447,0,0,0
2014,11,7,27.524,29.3061,28.7661,-0.3503,0,0,0
2014,11,8,28.1728,30.0331,29.5182,0.072,0,0,0
2014,11,9,28.148,29.7704,29.1669,-0.0418,0,0,0
2014,11,10,28.112,29.5985,29.2381,-0.2077,0,0,0
2014,11,11,27.9763,29.6205,29.3052,-0.3176,0,0,0
2014,11,12,28.4115,29.7773,29.5761,-0.0799,0,0,0
2014,11,13,28.4897,30.0169,29.5406,0.1845,0.1112,0,1
2014,11,14,28.4527,29.9137,29.8157,0.1336,0.0968,0,1
2014,11,15,28.6337,30.0187,29.7487,0.2591,0.2591,0,1
2014,11,16,28.6256,29.8718,29.5495,0.1615,0.1581,0,1
2014,11,17,29.0772,30.3576,30.0299,0.5888,0.5628,0,1
2014,11,18,29.0492,30.1559,29.8548,0.4718,0.45,0,1
2014,11,19,28.8792,30.3318,29.943,0.5482,0.5427,0,1
2014,11,20,29.0948,30.2641,30.1795,0.5193,0.4332,0,1
2014,11,21,29.0654,30.2246,29.8756,0.5131,0.4554,0,1
2014,11,22,29.0095,30.523,29.8226,0.3031,0.2677,0,1
2014,11,23,29.0849,30.3114,29.8197,0.4648,0.4351,0,1
2014,11,24,28.509,30.1303,29.6146,0.1686,0.1618,0,1
2014,11,25,28.6685,30.294,29.7427,0.3987,0.2778,0,1
2014,11,26,28.5758,30.0492,29.6556,0.1528,0.0332,0,1
2014,11,27,28.7296,30.0011,29.7698,0.2816,0.1525,0,1
2014,11,28,29.2001,30.1482,29.7162,0.3898,0.3283,0,1
2014,11,29,29.1767,30.5214,30.1102,0.6757,0.6411,0,1
2014,11,30,29.3309,30.3297,30.1229,0.6712,0.627,0,1
2014,12,1,29.256,30.8106,30.3507,0.9105,0.8599,0,1
2014,12,2,29.5835,30.8391,30.1385,0.835,0.7584,0,1
2014,12,3,29.9252,30.8016,30.7353,0.8948,0.8507,0,1
2014,12,4,29.6679,30.6737,30.35,0.9798,0.8916,0,1
2014,12,5,29.9044,31.0503,30.5718,1.2378,1.165,0.1664,2
2014,12,6,29.6066,30.7748,30.2388,0.8997,0.759,0.1664,2
2014,12,7,29.5251,30.2929,29.8476,0.5673,0.4686,0.1664,2
2014,12,8,29.3096,30.2476,29.8217,0.2683,0.2622,0.1664,2
2014,12,9,29.1077,30.2823,30.0485,0.4913,0.4858,0.1664,2
2014,12,10,29.4664,31.0698,30.2088,0.6694,0.6518,0.1664,2
2014,12,11,29.0063,30.2972,30.0268,0.5484,0.5188,0.1664,2
2014,12,12,28.5764,30.379,29.6768,0.3982,0,0.1664,1
2014,12,13,29.1221,30.8768,30.1701,0.6558,0.5913,0.1664,1
2014,12,14,28.6962,29.8288,29.4741,-0.0595,0,0.1664,1
2014,12,15,28.6002,30.5979,29.8973,0.3441,0.3441,0.1664,1
2014,12,16,28.8074,30.5145,29.7557,0.3649,0.3351,0.1664,1
2014,12,17,28.0636,29.4098,29.3974,-0.4635,0,0.1664,1
2014,12,18,28.7459,29.8354,29.5188,0.0455,0.0005,0.1664,1
2014,12,19,28.7567,30.7693,30.4467,0.7119,0.7027,0.1664,1
2014,12,20,29.4724,31.14,30.6882,0.8011,0.7741,0.1664,1
2014,12,21,29.3179,31.1378,30.4844,1.2132,1.1173,0.326,2
2014,12,22,29.7181,30.9528,30.4813,1.2034,1.0133,0.4708,2
2014,12,23,29.7233,30.8759,30.4333,1.2105,0.9897,0.4708,2
2014,12,24,29.7298,31.1064,30.6502,1.3475,1.2434,0.6484,2
2014,12,25,29.9982,31.2428,30.9699,1.5769,1.3971,0.848,2
2014,12,26,29.6133,30.884,30.4319,0.9806,0.9615,0.848,2
2014,12,27,29.169,30.6279,30.221,0.8561,0.7251,0.848,2
2014,12,28,29.5964,30.9673,30.4818,1.0925,0.9608,0.848,2
2014,12,29,29.376,30.8368,30.4152,0.9394,0.8132,0.848,2
2014,12,30,29.6957,30.9829,30.6257,1.2866,1.0481,0.9977,2
2014,12,31,28.8488,30.2357,29.9007,0.449,0.297,0.9977,2
2015,1,1,29.3463,31.1715,30.7679,1.4538,1.1965,1.1687,2
2015,1,2,30.5355,32.3741,31.9557,2.6133,2.4206,1.5145,2
2015,1,3,30.2819,31.8342,31.5176,2.2257,1.9462,1.7925,2
2015,1,4,29.7748,30.7021,30.4123,1.054,0.8922,1.7925,2
2015,1,5,29.6234,30.333,30.0919,0.776,0.5568,1.7925,2
2015,1,6,28.6195,30.9481,29.7371,0.754,0.2884,1.7925,2
2015,1,7,29.3719,31.2338,30.8698,1.1096,0.9952,1.7925,2
2015,1,8,28.2846,30.9326,30.0198,0.6654,0.4981,1.7925,2
2015,1,9,28.7361,30.8293,30.3307,1.3514,0.8714,1.7925,2
2015,1,10,28.6583,30.6839,30.1754,0.4914,0.4314,1.7925,1
2015,1,11,28.3735,30.0815,29.5915,0.2688,0.075,1.7925,1
2015,1,12,27.7623,29.2683,28.766,-0.5507,0,1.7925,1
2015,1,13,27.5517,29.6793,29.009,-0.2463,0,1.7925,1
2015,1,14,28.0532,30.1851,29.1041,-0.3194,0,1.7925,1
2015,1,15,28.2632,29.3965,28.7374,-0.546,0,1.7925,1
2015,1,16,28.5083,30.0193,29.7879,0.4176,0.3278,1.7925,1
2015,1,17,28.9393,30.4031,30.0454,0.8405,0.4801,1.7925,1
2015,1,18,28.5135,30.6418,29.5192,0.2439,0.0061,1.7925,1
2015,1,19,28.5188,29.9936,29.3546,0.573,0,1.7925,1
2015,1,20,28.5928,30.062,29.6324,0.5592,0.1416,1.7925,1
2015,1,21,29.0545,29.9547,29.3659,0.5606,0,1.7925,1
2015,1,22,28.7634,29.9024,29.3524,0.5762,0,1.7925,1
2015,1,23,28.8329,29.5278,29.363,0.1744,0,1.7925,1
2015,1,24,28.5583,29.5743,29.4036,0.1803,0,1.7925,1
2015,1,25,28.9114,29.6033,29.4233,0.3019,0,1.7925,1
2015,1,26,28.8213,30.2113,29.7489,0.446,0.2418,1.7925,1
2015,1,27,28.845,29.5926,29.2631,0.1728,0,1.7925,1
2015,1,28,28.6056,29.6564,29.0982,0.2122,0,1.7925,1
2015,1,29,29.4977,30.5697,30.5054,1.4222,0.9288,1.7925,1
2015,1,30,29.4067,30.6258,30.5438,1.5646,0.9985,1.7925,1
2015,1,31,29.3747,30.3928,30.0614,1.0865,0.7125,1.7925,1
2015,2,1,28.993,30.3072,30.0209,1.1021,0.6255,1.7925,1
2015,2,2,28.7019,29.9724,29.8309,0.3594,0.1421,1.7925,1
2015,2,3,28.8339,30.4502,30.0402,0.8438,0.5698,1.7925,1
2015,2,4,28.9545,30.1453,29.4518,0.4833,0.0147,1.7925,1
2015,2,5,28.8086,30.1329,29.9642,0.4456,0.0389,1.7925,1
2015,2,6,28.7323,30.5447,30.2847,0.7544,0.4891,1.7925,1
2015,2,7,29.1712,30.2793,29.9027,1.3947,0.5031,1.7925,1
2015,2,8,29.0329,30.2365,30.0311,1.0738,0.5244,1.7925,1
2015,2,9,29.3665,30.3365,29.9892,0.8687,0.5056,1.7925,1
2015,2,10,29.2704,30.4719,29.8608,0.8638,0.386,1.7925,1
2015,2,11,28.9436,30.5203,30.2015,0.7011,0.3868,1.7925,1
2015,2,12,29.0344,30.5484,29.8805,0.9102,0.3973,1.7925,1
2015,2,13,29.2279,30.1433,29.7221,0.9689,0.2705,1.7925,1
2015,2,14,29.1182,30.6704,29.9169,0.7711,0.3835,1.7925,1
2015,2,15,29.1114,30.2286,29.9211,1.0082,0.3606,1.7925,1
2015,2,16,29.046,30.3667,30.0731,1.207,0.543,1.7925,1
2015,2,17,28.9786,30.4203,29.8087,0.9917,0.232,1.7925,1
2015,2,18,29.4707,30.4978,30.1279,1.7405,0.6722,1.7925,1
2015,2,19,29.2596,30.2251,30.0578,1.2973,0.5085,1.7925,1
2015,2,20,29.3763,30.2102,30.0039,1.155,0.4738,1.7925,1
2015,2,21,29.3031,30.0739,29.8132,0.9454,0.2915,1.7925,1
2015,2,22,29.0175,29.7382,29.4307,0.6043,0.0176,1.7925,1
2015,2,23,29.0929,30.5145,30.0017,1.0098,0.527,1.7925,1
2015,2,24,28.5401,29.2674,29.0452,0.2554,0,1.7925,1
2015,2,25,28.8851,29.7004,29.5177,0.6881,0.09,1.7925,1
2015,2,26,28.3466,29.9339,28.5686,0.1291,0,1.7925,1
2015,2,27,28.6753,29.4925,29.4358,0.1581,0,1.6261,1
2015,2,28,28.339,29.8705,29.4056,0.5484,0,1.6261,1
2015,3,1,28.0358,29.3128,28.9186,0.4367,0,1.6261,1
2015,3,2,27.576,29.2152,28.5258,-0.1443,0,1.6261,1
2015,3,3,28.4797,29.5146,29.103,0.3124,0,1.6261,1
2015,3,4,28.711,30.2646,29.8303,1.0098,0.3137,1.6261,1
2015,3,5,29.6598,30.6747,30.5164,1.7441,0.982,1.6261,1
2015,3,6,29.52,30.4664,30.1958,1.5607,0.7541,1.6261,1
2015,3,7,29.0649,30.578,29.9048,1.3902,0.5126,1.6261,1
2015,3,8,28.9146,30.5812,30.1271,1.3572,0.73,1.6261,1
2015,3,9,29.4153,30.7676,30.7326,1.4802,0.8244,1.6261,1
2015,3,10,28.8624,30.9583,30.0766,1.513,0.6432,1.6261,1
2015,3,11,29.0044,30.8558,30.014,1.2613,0.6162,1.6261,1
2015,3,12,28.9677,30.9064,30.218,1.3882,0.7444,1.6261,1
2015,3,13,29.2184,31.0547,30.4565,1.4317,0.8255,1.6261,1
2015,3,14,29.0466,30.0666,29.9834,0.9557,0.3181,1.6261,1
2015,3,15,28.7311,30.588,30.1154,1.3482,0.5343,1.4665,1
2015,3,16,28.3406,30.3917,30.0008,1.1571,0.4835,1.3217,1
2015,3,17,28.717,30.426,29.5917,0.9817,0.1992,1.3217,1
2015,3,18,29.1545,30.5514,30.0689,1.3352,0.6723,1.1441,1
2015,3,19,29.2694,30.5367,30.3408,1.6411,0.8233,0.9445,1
2015,3,20,29.4777,30.8561,30.154,1.634,0.7448,0.9445,1
2015,3,21,29.5701,30.8339,30.2795,1.8068,0.8553,0.9445,1
2015,3,22,28.8848,30.4329,29.9771,1.2735,0.4489,0.9445,1
2015,3,23,29.7328,30.7288,30.3714,1.5918,0.9123,0.9445,1
2015,3,24,29.7741,31.3469,30.5248,1.8125,1.1611,0.9606,2
2015,3,25,29.7102,30.7466,30.3191,1.5704,0.9042,0.9606,2
2015,3,26,29.5525,30.7902,30.3923,1.4292,0.7005,0.7897,2
2015,3,27,29.3835,30.496,29.987,1.3265,0.6089,0.4439,2
2015,3,28,29.371,30.4286,30.0207,1.3882,0.6212,0.1659,2
2015,3,29,29.1611,30.8386,30.1479,1.408,0.7402,0.1659,2
2015,3,30,29.1349,30.3006,29.7479,1.0514,0.3335,0.1659,2
2015,3,31,29.0222,30.1757,30.0379,1.0462,0.0986,0.1659,1
2015,4,1,28.9678,29.9661,29.5848,0.7945,0.0631,0.1659,1
2015,4,2,29.4549,30.539,30.3362,1.3753,0.455,0.1659,1
2015,4,3,29.3263,30.3044,29.8969,1.2603,0.4869,0.1659,1
2015,4,4,29.1739,30.3218,29.6661,0.978,0.2277,0.1659,1
2015,4,5,29.3772,30.4721,29.8499,1.1131,0.4369,0.1659,1
2015,4,6,29.1593,30.2894,29.7628,1.0158,0.373,0.1659,1
2015,4,7,29.2179,30.541,30.1635,1.415,0.6872,0.1659,1
2015,4,8,29.4963,30.3451,30.206,1.3079,0.5411,0.1659,1
2015,4,9,29.4838,30.1772,29.7921,1.0135,0.3766,0.1659,1
2015,4,10,28.7342,30.0477,29.5302,0.7405,0.0115,0.1659,1
2015,4,11,29.1271,30.3892,30.2102,1.304,0.2872,0.1659,1
2015,4,12,29.0172,30.1425,29.7418,0.8345,0.1127,0.1659,1
2015,4,13,29.3222,30.0912,29.5743,0.7668,0.2138,0.1659,1
2015,4,14,29.1735,30.4206,29.8937,1.1146,0.4928,0.1659,1
2015,4,15,29.0115,30.1008,29.6463,0.8291,0.2105,0.1659,1
2015,4,16,28.5501,29.9464,29.5196,0.7454,0.0349,0.1659,1
2015,4,17,29.029,30.0005,29.4752,0.75,0.0483,0.1659,1
2015,4,18,29.1945,30.2925,29.948,0.9453,0.326,0.1659,1
2015,4,19,28.6161,29.8178,29.57,0.7154,0.1318,0.1659,1
2015,4,20,28.8895,30.1679,29.6375,0.7443,0.1586,0.1659,1
2015,4,21,29.0099,29.7556,29.3244,0.5633,0,0.1659,1
2015,4,22,29.0543,29.7253,29.4812,0.7113,0,0.1659,1
2015,4,23,29.0232,29.8934,29.5639,0.8019,0.139,0.1659,1
2015,4,24,28.9336,29.6189,29.3513,0.6512,0,0.1659,1
