"","Date","Dt.num","day.of.year","mtime","year","month","day","hour","Temp"
"1",2015-11-23,2015.89315068493,327,11,2015,11,23,0,30.3055
"2",2015-11-23,2015.89315068493,327,11.1,2015,11,23,1,30.255
"3",2015-11-23,2015.89315068493,327,11.1,2015,11,23,10,29.953
"4",2015-11-23,2015.89315068493,327,11.11,2015,11,23,11,30.0535
"5",2015-11-23,2015.89315068493,327,11.12,2015,11,23,12,30.356
"6",2015-11-23,2015.89315068493,327,11.13,2015,11,23,13,30.2045
"7",2015-11-23,2015.89315068493,327,11.14,2015,11,23,14,30.3055
"8",2015-11-23,2015.89315068493,327,11.15,2015,11,23,15,30.356
"9",2015-11-23,2015.89315068493,327,11.16,2015,11,23,16,30.356
"10",2015-11-23,2015.89315068493,327,11.17,2015,11,23,17,30.4065
"11",2015-11-23,2015.89315068493,327,11.18,2015,11,23,18,29.953
"12",2015-11-23,2015.89315068493,327,11.19,2015,11,23,19,30.1545
"13",2015-11-23,2015.89315068493,327,11.2,2015,11,23,2,30.2045
"14",2015-11-23,2015.89315068493,327,11.2,2015,11,23,20,29.903
"15",2015-11-23,2015.89315068493,327,11.21,2015,11,23,21,29.8025
"16",2015-11-23,2015.89315068493,327,11.22,2015,11,23,22,28.754
"17",2015-11-23,2015.89315068493,327,11.23,2015,11,23,23,28.655
"18",2015-11-23,2015.89315068493,327,11.3,2015,11,23,3,30.154
"19",2015-11-23,2015.89315068493,327,11.4,2015,11,23,4,30.0035
"20",2015-11-23,2015.89315068493,327,11.5,2015,11,23,5,29.953
"21",2015-11-23,2015.89315068493,327,11.6,2015,11,23,6,29.8525
"22",2015-11-23,2015.89315068493,327,11.7,2015,11,23,7,30.0035
"23",2015-11-23,2015.89315068493,327,11.8,2015,11,23,8,30.054
"24",2015-11-23,2015.89315068493,327,11.9,2015,11,23,9,30.0035
"25",2015-11-24,2015.89589041096,328,11,2015,11,24,0,28.456
"26",2015-11-24,2015.89589041096,328,11.1,2015,11,24,1,29.8025
"27",2015-11-24,2015.89589041096,328,11.1,2015,11,24,10,29.652
"28",2015-11-24,2015.89589041096,328,11.11,2015,11,24,11,29.053
"29",2015-11-24,2015.89589041096,328,11.12,2015,11,24,12,29.8525
"30",2015-11-24,2015.89589041096,328,11.13,2015,11,24,13,30.054
"31",2015-11-24,2015.89589041096,328,11.14,2015,11,24,14,30.104
"32",2015-11-24,2015.89589041096,328,11.15,2015,11,24,15,30.2045
"33",2015-11-24,2015.89589041096,328,11.16,2015,11,24,16,30.255
"34",2015-11-24,2015.89589041096,328,11.17,2015,11,24,17,29.7525
"35",2015-11-24,2015.89589041096,328,11.18,2015,11,24,18,29.903
"36",2015-11-24,2015.89589041096,328,11.19,2015,11,24,19,29.853
"37",2015-11-24,2015.89589041096,328,11.2,2015,11,24,2,29.9535
"38",2015-11-24,2015.89589041096,328,11.2,2015,11,24,20,29.903
"39",2015-11-24,2015.89589041096,328,11.21,2015,11,24,21,29.953
"40",2015-11-24,2015.89589041096,328,11.22,2015,11,24,22,29.7525
"41",2015-11-24,2015.89589041096,328,11.23,2015,11,24,23,29.252
"42",2015-11-24,2015.89589041096,328,11.3,2015,11,24,3,30.054
"43",2015-11-24,2015.89589041096,328,11.4,2015,11,24,4,29.9535
"44",2015-11-24,2015.89589041096,328,11.5,2015,11,24,5,29.853
"45",2015-11-24,2015.89589041096,328,11.6,2015,11,24,6,29.4025
"46",2015-11-24,2015.89589041096,328,11.7,2015,11,24,7,29.003
"47",2015-11-24,2015.89589041096,328,11.8,2015,11,24,8,29.602
"48",2015-11-24,2015.89589041096,328,11.9,2015,11,24,9,29.602
"49",2015-11-25,2015.89863013699,329,11,2015,11,25,0,29.1025
"50",2015-11-25,2015.89863013699,329,11.1,2015,11,25,1,29.0525
"51",2015-11-25,2015.89863013699,329,11.1,2015,11,25,10,29.702
"52",2015-11-25,2015.89863013699,329,11.11,2015,11,25,11,29.0535
"53",2015-11-25,2015.89863013699,329,11.12,2015,11,25,12,28.606
"54",2015-11-25,2015.89863013699,329,11.13,2015,11,25,13,30.0535
"55",2015-11-25,2015.89863013699,329,11.14,2015,11,25,14,29.9535
"56",2015-11-25,2015.89863013699,329,11.15,2015,11,25,15,29.9535
"57",2015-11-25,2015.89863013699,329,11.16,2015,11,25,16,29.903
"58",2015-11-25,2015.89863013699,329,11.17,2015,11,25,17,30.0035
"59",2015-11-25,2015.89863013699,329,11.18,2015,11,25,18,29.652
"60",2015-11-25,2015.89863013699,329,11.19,2015,11,25,19,30.2045
"61",2015-11-25,2015.89863013699,329,11.2,2015,11,25,2,29.652
"62",2015-11-25,2015.89863013699,329,11.2,2015,11,25,20,30.0535
"63",2015-11-25,2015.89863013699,329,11.21,2015,11,25,21,30.154
"64",2015-11-25,2015.89863013699,329,11.22,2015,11,25,22,30.054
"65",2015-11-25,2015.89863013699,329,11.23,2015,11,25,23,29.503
"66",2015-11-25,2015.89863013699,329,11.3,2015,11,25,3,29.853
"67",2015-11-25,2015.89863013699,329,11.4,2015,11,25,4,29.853
"68",2015-11-25,2015.89863013699,329,11.5,2015,11,25,5,29.8025
"69",2015-11-25,2015.89863013699,329,11.6,2015,11,25,6,29.452
"70",2015-11-25,2015.89863013699,329,11.7,2015,11,25,7,29.752
"71",2015-11-25,2015.89863013699,329,11.8,2015,11,25,8,29.652
"72",2015-11-25,2015.89863013699,329,11.9,2015,11,25,9,29.752
"73",2015-11-26,2015.90136986301,330,11,2015,11,26,0,29.4025
"74",2015-11-26,2015.90136986301,330,11.1,2015,11,26,1,28.704
"75",2015-11-26,2015.90136986301,330,11.1,2015,11,26,10,29.452
"76",2015-11-26,2015.90136986301,330,11.11,2015,11,26,11,29.1025
"77",2015-11-26,2015.90136986301,330,11.12,2015,11,26,12,28.9535
"78",2015-11-26,2015.90136986301,330,11.13,2015,11,26,13,29.452
"79",2015-11-26,2015.90136986301,330,11.14,2015,11,26,14,29.402
"80",2015-11-26,2015.90136986301,330,11.15,2015,11,26,15,29.503
"81",2015-11-26,2015.90136986301,330,11.16,2015,11,26,16,29.8025
"82",2015-11-26,2015.90136986301,330,11.17,2015,11,26,17,29.953
"83",2015-11-26,2015.90136986301,330,11.18,2015,11,26,18,29.6025
"84",2015-11-26,2015.90136986301,330,11.19,2015,11,26,19,28.605
"85",2015-11-26,2015.90136986301,330,11.2,2015,11,26,2,28.605
"86",2015-11-26,2015.90136986301,330,11.2,2015,11,26,20,29.003
"87",2015-11-26,2015.90136986301,330,11.21,2015,11,26,21,29.2525
"88",2015-11-26,2015.90136986301,330,11.22,2015,11,26,22,29.552
"89",2015-11-26,2015.90136986301,330,11.23,2015,11,26,23,29.302
"90",2015-11-26,2015.90136986301,330,11.3,2015,11,26,3,29.2025
"91",2015-11-26,2015.90136986301,330,11.4,2015,11,26,4,29.452
"92",2015-11-26,2015.90136986301,330,11.5,2015,11,26,5,29.402
"93",2015-11-26,2015.90136986301,330,11.6,2015,11,26,6,29.0525
"94",2015-11-26,2015.90136986301,330,11.7,2015,11,26,7,28.8035
"95",2015-11-26,2015.90136986301,330,11.8,2015,11,26,8,29.0525
"96",2015-11-26,2015.90136986301,330,11.9,2015,11,26,9,28.9535
"97",2015-11-27,2015.90410958904,331,11,2015,11,27,0,29.003
"98",2015-11-27,2015.90410958904,331,11.1,2015,11,27,1,26.4875
"99",2015-11-27,2015.90410958904,331,11.1,2015,11,27,10,28.9035
"100",2015-11-27,2015.90410958904,331,11.11,2015,11,27,11,29.352
"101",2015-11-27,2015.90410958904,331,11.12,2015,11,27,12,28.312
"102",2015-11-27,2015.90410958904,331,11.13,2015,11,27,13,28.1095
"103",2015-11-27,2015.90410958904,331,11.14,2015,11,27,14,26.39
"104",2015-11-27,2015.90410958904,331,11.15,2015,11,27,15,27.471
"105",2015-11-27,2015.90410958904,331,11.16,2015,11,27,16,29.1525
"106",2015-11-27,2015.90410958904,331,11.17,2015,11,27,17,30.104
"107",2015-11-27,2015.90410958904,331,11.18,2015,11,27,18,29.552
"108",2015-11-27,2015.90410958904,331,11.19,2015,11,27,19,29.252
"109",2015-11-27,2015.90410958904,331,11.2,2015,11,27,2,24.552
"110",2015-11-27,2015.90410958904,331,11.2,2015,11,27,20,29.302
"111",2015-11-27,2015.90410958904,331,11.21,2015,11,27,21,29.552
"112",2015-11-27,2015.90410958904,331,11.22,2015,11,27,22,29.7525
"113",2015-11-27,2015.90410958904,331,11.23,2015,11,27,23,29.602
"114",2015-11-27,2015.90410958904,331,11.3,2015,11,27,3,25.809
"115",2015-11-27,2015.90410958904,331,11.4,2015,11,27,4,28.4065
"116",2015-11-27,2015.90410958904,331,11.5,2015,11,27,5,29.302
"117",2015-11-27,2015.90410958904,331,11.6,2015,11,27,6,29.502
"118",2015-11-27,2015.90410958904,331,11.7,2015,11,27,7,29.2525
"119",2015-11-27,2015.90410958904,331,11.8,2015,11,27,8,28.9035
"120",2015-11-27,2015.90410958904,331,11.9,2015,11,27,9,29.103
"121",2015-11-28,2015.90684931507,332,11,2015,11,28,0,29.202
"122",2015-11-28,2015.90684931507,332,11.1,2015,11,28,1,26.049
"123",2015-11-28,2015.90684931507,332,11.1,2015,11,28,10,29.502
"124",2015-11-28,2015.90684931507,332,11.11,2015,11,28,11,29.602
"125",2015-11-28,2015.90684931507,332,11.12,2015,11,28,12,29.552
"126",2015-11-28,2015.90684931507,332,11.13,2015,11,28,13,29.252
"127",2015-11-28,2015.90684931507,332,11.14,2015,11,28,14,28.658
"128",2015-11-28,2015.90684931507,332,11.15,2015,11,28,15,28.5565
"129",2015-11-28,2015.90684931507,332,11.16,2015,11,28,16,29.602
"130",2015-11-28,2015.90684931507,332,11.17,2015,11,28,17,30.1045
"131",2015-11-28,2015.90684931507,332,11.18,2015,11,28,18,30.3055
"132",2015-11-28,2015.90684931507,332,11.19,2015,11,28,19,29.903
"133",2015-11-28,2015.90684931507,332,11.2,2015,11,28,2,24.7875
"134",2015-11-28,2015.90684931507,332,11.2,2015,11,28,20,29.8525
"135",2015-11-28,2015.90684931507,332,11.21,2015,11,28,21,29.602
"136",2015-11-28,2015.90684931507,332,11.22,2015,11,28,22,29.903
"137",2015-11-28,2015.90684931507,332,11.23,2015,11,28,23,30.054
"138",2015-11-28,2015.90684931507,332,11.3,2015,11,28,3,26.835
"139",2015-11-28,2015.90684931507,332,11.4,2015,11,28,4,29.202
"140",2015-11-28,2015.90684931507,332,11.5,2015,11,28,5,29.452
"141",2015-11-28,2015.90684931507,332,11.6,2015,11,28,6,29.602
"142",2015-11-28,2015.90684931507,332,11.7,2015,11,28,7,29.652
"143",2015-11-28,2015.90684931507,332,11.8,2015,11,28,8,29.652
"144",2015-11-28,2015.90684931507,332,11.9,2015,11,28,9,29.302
"145",2015-11-29,2015.9095890411,333,11,2015,11,29,0,29.7025
"146",2015-11-29,2015.9095890411,333,11.1,2015,11,29,1,27.2715
