"","Date","Dt.num","day.of.year","mtime","year","month","day","hour","Temp"
"1",2015-11-20,2015.88493150685,324,11,2015,11,20,0,29.752
"2",2015-11-20,2015.88493150685,324,11.1,2015,11,20,1,29.752
"3",2015-11-20,2015.88493150685,324,11.1,2015,11,20,10,29.302
"4",2015-11-20,2015.88493150685,324,11.11,2015,11,20,11,29.502
"5",2015-11-20,2015.88493150685,324,11.12,2015,11,20,12,29.7025
"6",2015-11-20,2015.88493150685,324,11.13,2015,11,20,13,29.702
"7",2015-11-20,2015.88493150685,324,11.14,2015,11,20,14,29.6525
"8",2015-11-20,2015.88493150685,324,11.15,2015,11,20,15,29.602
"9",2015-11-20,2015.88493150685,324,11.16,2015,11,20,16,29.552
"10",2015-11-20,2015.88493150685,324,11.17,2015,11,20,17,29.502
"11",2015-11-20,2015.88493150685,324,11.18,2015,11,20,18,29.352
"12",2015-11-20,2015.88493150685,324,11.19,2015,11,20,19,28.7545
"13",2015-11-20,2015.88493150685,324,11.2,2015,11,20,2,29.352
"14",2015-11-20,2015.88493150685,324,11.2,2015,11,20,20,29.452
"15",2015-11-20,2015.88493150685,324,11.21,2015,11,20,21,29.502
"16",2015-11-20,2015.88493150685,324,11.22,2015,11,20,22,29.552
"17",2015-11-20,2015.88493150685,324,11.23,2015,11,20,23,29.452
"18",2015-11-20,2015.88493150685,324,11.3,2015,11,20,3,29.502
"19",2015-11-20,2015.88493150685,324,11.4,2015,11,20,4,29.602
"20",2015-11-20,2015.88493150685,324,11.5,2015,11,20,5,29.202
"21",2015-11-20,2015.88493150685,324,11.6,2015,11,20,6,29.2025
"22",2015-11-20,2015.88493150685,324,11.7,2015,11,20,7,29.502
"23",2015-11-20,2015.88493150685,324,11.8,2015,11,20,8,29.552
"24",2015-11-20,2015.88493150685,324,11.9,2015,11,20,9,29.452
"25",2015-11-21,2015.88767123288,325,11,2015,11,21,0,29.352
"26",2015-11-21,2015.88767123288,325,11.1,2015,11,21,1,29.302
"27",2015-11-21,2015.88767123288,325,11.1,2015,11,21,10,29.452
"28",2015-11-21,2015.88767123288,325,11.11,2015,11,21,11,29.552
"29",2015-11-21,2015.88767123288,325,11.12,2015,11,21,12,29.1525
"30",2015-11-21,2015.88767123288,325,11.13,2015,11,21,13,29.302
"31",2015-11-21,2015.88767123288,325,11.14,2015,11,21,14,29.502
"32",2015-11-21,2015.88767123288,325,11.15,2015,11,21,15,29.003
"33",2015-11-21,2015.88767123288,325,11.16,2015,11,21,16,29.003
"34",2015-11-21,2015.88767123288,325,11.17,2015,11,21,17,29.0035
"35",2015-11-21,2015.88767123288,325,11.18,2015,11,21,18,28.5055
"36",2015-11-21,2015.88767123288,325,11.19,2015,11,21,19,28.159
"37",2015-11-21,2015.88767123288,325,11.2,2015,11,21,2,29.452
"38",2015-11-21,2015.88767123288,325,11.2,2015,11,21,20,27.5175
"39",2015-11-21,2015.88767123288,325,11.21,2015,11,21,21,27.419
"40",2015-11-21,2015.88767123288,325,11.22,2015,11,21,22,27.8135
"41",2015-11-21,2015.88767123288,325,11.23,2015,11,21,23,28.7045
"42",2015-11-21,2015.88767123288,325,11.3,2015,11,21,3,29.452
"43",2015-11-21,2015.88767123288,325,11.4,2015,11,21,4,29.402
"44",2015-11-21,2015.88767123288,325,11.5,2015,11,21,5,29.352
"45",2015-11-21,2015.88767123288,325,11.6,2015,11,21,6,28.1095
"46",2015-11-21,2015.88767123288,325,11.7,2015,11,21,7,29.1525
"47",2015-11-21,2015.88767123288,325,11.8,2015,11,21,8,29.202
"48",2015-11-21,2015.88767123288,325,11.9,2015,11,21,9,29.452
"49",2015-11-22,2015.8904109589,326,11,2015,11,22,0,28.7045
"50",2015-11-22,2015.8904109589,326,11.1,2015,11,22,1,28.655
"51",2015-11-22,2015.8904109589,326,11.1,2015,11,22,10,29.1025
"52",2015-11-22,2015.8904109589,326,11.11,2015,11,22,11,29.252
"53",2015-11-22,2015.8904109589,326,11.12,2015,11,22,12,29.252
"54",2015-11-22,2015.8904109589,326,11.13,2015,11,22,13,29.302
"55",2015-11-22,2015.8904109589,326,11.14,2015,11,22,14,29.452
"56",2015-11-22,2015.8904109589,326,11.15,2015,11,22,15,29.402
"57",2015-11-22,2015.8904109589,326,11.16,2015,11,22,16,29.402
"58",2015-11-22,2015.8904109589,326,11.17,2015,11,22,17,29.302
"59",2015-11-22,2015.8904109589,326,11.18,2015,11,22,18,29.903
"60",2015-11-22,2015.8904109589,326,11.19,2015,11,22,19,29.502
"61",2015-11-22,2015.8904109589,326,11.2,2015,11,22,2,28.7045
"62",2015-11-22,2015.8904109589,326,11.2,2015,11,22,20,29.1025
"63",2015-11-22,2015.8904109589,326,11.21,2015,11,22,21,28.953
"64",2015-11-22,2015.8904109589,326,11.22,2015,11,22,22,29.1025
"65",2015-11-22,2015.8904109589,326,11.23,2015,11,22,23,28.953
"66",2015-11-22,2015.8904109589,326,11.3,2015,11,22,3,28.7045
"67",2015-11-22,2015.8904109589,326,11.4,2015,11,22,4,28.7045
"68",2015-11-22,2015.8904109589,326,11.5,2015,11,22,5,28.7045
"69",2015-11-22,2015.8904109589,326,11.6,2015,11,22,6,28.8035
"70",2015-11-22,2015.8904109589,326,11.7,2015,11,22,7,28.903
"71",2015-11-22,2015.8904109589,326,11.8,2015,11,22,8,28.8535
"72",2015-11-22,2015.8904109589,326,11.9,2015,11,22,9,28.953
"73",2015-11-23,2015.89315068493,327,11,2015,11,23,0,28.903
"74",2015-11-23,2015.89315068493,327,11.1,2015,11,23,1,29.003
"75",2015-11-23,2015.89315068493,327,11.1,2015,11,23,10,29.1025
"76",2015-11-23,2015.89315068493,327,11.11,2015,11,23,11,29.1025
"77",2015-11-23,2015.89315068493,327,11.12,2015,11,23,12,29.352
"78",2015-11-23,2015.89315068493,327,11.13,2015,11,23,13,29.352
"79",2015-11-23,2015.89315068493,327,11.14,2015,11,23,14,29.452
"80",2015-11-23,2015.89315068493,327,11.15,2015,11,23,15,29.502
"81",2015-11-23,2015.89315068493,327,11.16,2015,11,23,16,29.502
"82",2015-11-23,2015.89315068493,327,11.17,2015,11,23,17,29.302
"83",2015-11-23,2015.89315068493,327,11.18,2015,11,23,18,29.502
"84",2015-11-23,2015.89315068493,327,11.19,2015,11,23,19,29.302
"85",2015-11-23,2015.89315068493,327,11.2,2015,11,23,2,29.1025
"86",2015-11-23,2015.89315068493,327,11.2,2015,11,23,20,29.502
"87",2015-11-23,2015.89315068493,327,11.21,2015,11,23,21,29.602
"88",2015-11-23,2015.89315068493,327,11.22,2015,11,23,22,29.602
"89",2015-11-23,2015.89315068493,327,11.23,2015,11,23,23,29.702
"90",2015-11-23,2015.89315068493,327,11.3,2015,11,23,3,29.252
"91",2015-11-23,2015.89315068493,327,11.4,2015,11,23,4,29.202
"92",2015-11-23,2015.89315068493,327,11.5,2015,11,23,5,29.252
"93",2015-11-23,2015.89315068493,327,11.6,2015,11,23,6,29.152
"94",2015-11-23,2015.89315068493,327,11.7,2015,11,23,7,29.1025
"95",2015-11-23,2015.89315068493,327,11.8,2015,11,23,8,29.1525
"96",2015-11-23,2015.89315068493,327,11.9,2015,11,23,9,29.053
"97",2015-11-24,2015.89589041096,328,11,2015,11,24,0,29.552
