"","Date","Dt.num","day.of.year","mtime","year","month","day","hour","Temp"
"1",2015-11-26,2015.90136986301,330,11,2015,11,26,0,29.6025
"2",2015-11-26,2015.90136986301,330,11.1,2015,11,26,1,29.1535
"3",2015-11-26,2015.90136986301,330,11.1,2015,11,26,10,28.7045
"4",2015-11-26,2015.90136986301,330,11.11,2015,11,26,11,28.953
"5",2015-11-26,2015.90136986301,330,11.12,2015,11,26,12,29.152
"6",2015-11-26,2015.90136986301,330,11.13,2015,11,26,13,29.003
"7",2015-11-26,2015.90136986301,330,11.14,2015,11,26,14,29.1025
"8",2015-11-26,2015.90136986301,330,11.15,2015,11,26,15,28.5055
"9",2015-11-26,2015.90136986301,330,11.16,2015,11,26,16,29.202
"10",2015-11-26,2015.90136986301,330,11.17,2015,11,26,17,29.302
"11",2015-11-26,2015.90136986301,330,11.18,2015,11,26,18,29.302
"12",2015-11-26,2015.90136986301,330,11.19,2015,11,26,19,29.302
"13",2015-11-26,2015.90136986301,330,11.2,2015,11,26,2,29.7525
"14",2015-11-26,2015.90136986301,330,11.2,2015,11,26,20,29.602
"15",2015-11-26,2015.90136986301,330,11.21,2015,11,26,21,29.552
"16",2015-11-26,2015.90136986301,330,11.22,2015,11,26,22,28.8535
"17",2015-11-26,2015.90136986301,330,11.23,2015,11,26,23,29.6025
"18",2015-11-26,2015.90136986301,330,11.3,2015,11,26,3,29.903
"19",2015-11-26,2015.90136986301,330,11.4,2015,11,26,4,29.953
"20",2015-11-26,2015.90136986301,330,11.5,2015,11,26,5,29.903
"21",2015-11-26,2015.90136986301,330,11.6,2015,11,26,6,29.853
"22",2015-11-26,2015.90136986301,330,11.7,2015,11,26,7,29.953
"23",2015-11-26,2015.90136986301,330,11.8,2015,11,26,8,29.953
"24",2015-11-26,2015.90136986301,330,11.9,2015,11,26,9,29.953
"25",2015-11-27,2015.90410958904,331,11,2015,11,27,0,29.502
"26",2015-11-27,2015.90410958904,331,11.1,2015,11,27,1,28.56
"27",2015-11-27,2015.90410958904,331,11.1,2015,11,27,10,29.702
"28",2015-11-27,2015.90410958904,331,11.11,2015,11,27,11,29.702
"29",2015-11-27,2015.90410958904,331,11.12,2015,11,27,12,29.652
"30",2015-11-27,2015.90410958904,331,11.13,2015,11,27,13,29.2525
